comments,emotion_scores,joy,sadness,anger,fear,disgust,surprise,neutral
U aint gone yet?  Anerica dont want u here.  Pick up the Signs ,"{'anger': 0.053605448454618454, 'disgust': 0.011646579019725323, 'fear': 0.43633753061294556, 'joy': 0.015532713383436203, 'neutral': 0.16720226407051086, 'sadness': 0.1379595845937729, 'surprise': 0.17771586775779724}",0.015532713383436203,0.1379595845937729,0.053605448454618454,0.43633753061294556,0.011646579019725323,0.17771586775779724,0.16720226407051086
i hope hes not gas leak man the thoughts thier,"{'anger': 0.08878761529922485, 'disgust': 0.0027352652978152037, 'fear': 0.0618479922413826, 'joy': 0.21939437091350555, 'neutral': 0.04377944394946098, 'sadness': 0.5631020069122314, 'surprise': 0.02035333961248398}",0.21939437091350555,0.5631020069122314,0.08878761529922485,0.0618479922413826,0.0027352652978152037,0.02035333961248398,0.04377944394946098
Bye bye taylor swift can't say well miss you,"{'anger': 0.0014433665201067924, 'disgust': 0.0009946832433342934, 'fear': 0.0029872856102883816, 'joy': 0.010088514536619186, 'neutral': 0.034501269459724426, 'sadness': 0.9280765056610107, 'surprise': 0.021908370777964592}",0.010088514536619186,0.9280765056610107,0.0014433665201067924,0.0029872856102883816,0.0009946832433342934,0.021908370777964592,0.034501269459724426
I love this song and the singer Taylor swift,"{'anger': 0.001792487921193242, 'disgust': 0.0006016268162056804, 'fear': 0.0006389691843651235, 'joy': 0.9823172092437744, 'neutral': 0.003991611767560244, 'sadness': 0.004653980489820242, 'surprise': 0.006004082504659891}",0.9823172092437744,0.004653980489820242,0.001792487921193242,0.0006389691843651235,0.0006016268162056804,0.006004082504659891,0.003991611767560244
She may  be insane but that's why I love her ,"{'anger': 0.060832295566797256, 'disgust': 0.050806693732738495, 'fear': 0.07217539846897125, 'joy': 0.6543591618537903, 'neutral': 0.08469756692647934, 'sadness': 0.07415308058261871, 'surprise': 0.0029757709708064795}",0.6543591618537903,0.07415308058261871,0.060832295566797256,0.07217539846897125,0.050806693732738495,0.0029757709708064795,0.08469756692647934
"This is my place, and you are more than welcome. ","{'anger': 0.02991780824959278, 'disgust': 0.02756013534963131, 'fear': 0.010402803309261799, 'joy': 0.31973230838775635, 'neutral': 0.5946651697158813, 'sadness': 0.012439410202205181, 'surprise': 0.005282323807477951}",0.31973230838775635,0.012439410202205181,0.02991780824959278,0.010402803309261799,0.02756013534963131,0.005282323807477951,0.5946651697158813
"Evryone knows why we are here in 2024


Ps: P,did he?","{'anger': 0.01040623988956213, 'disgust': 0.004636947996914387, 'fear': 0.002517527202144265, 'joy': 0.005318670999258757, 'neutral': 0.1672607660293579, 'sadness': 0.008888894692063332, 'surprise': 0.8009709715843201}",0.005318670999258757,0.008888894692063332,0.01040623988956213,0.002517527202144265,0.004636947996914387,0.8009709715843201,0.1672607660293579
Comes to Brazil in 2025 with a new  Taylor Swift tour ,"{'anger': 0.052240580320358276, 'disgust': 0.005384971387684345, 'fear': 0.5810949206352234, 'joy': 0.20440788567066193, 'neutral': 0.10744009166955948, 'sadness': 0.024146325886249542, 'surprise': 0.02528521977365017}",0.20440788567066193,0.024146325886249542,0.052240580320358276,0.5810949206352234,0.005384971387684345,0.02528521977365017,0.10744009166955948
I love you sooooo much your my favorite  singer ,"{'anger': 0.0035302292089909315, 'disgust': 0.0004976287018507719, 'fear': 0.0028273265343159437, 'joy': 0.980889618396759, 'neutral': 0.002758038928732276, 'sadness': 0.006455673836171627, 'surprise': 0.0030414429493248463}",0.980889618396759,0.006455673836171627,0.0035302292089909315,0.0028273265343159437,0.0004976287018507719,0.0030414429493248463,0.002758038928732276
You  are  the  best  singer in the world Taylor swift!!!!!!!!!!!,"{'anger': 0.011549906805157661, 'disgust': 0.001538290991447866, 'fear': 0.0025717513635754585, 'joy': 0.33424055576324463, 'neutral': 0.08749254047870636, 'sadness': 0.03485788032412529, 'surprise': 0.5277490615844727}",0.33424055576324463,0.03485788032412529,0.011549906805157661,0.0025717513635754585,0.001538290991447866,0.5277490615844727,0.08749254047870636
I won't to tell you'a somtig batz in'a praywet,"{'anger': 0.07082655280828476, 'disgust': 0.07245991379022598, 'fear': 0.3262201249599457, 'joy': 0.032325081527233124, 'neutral': 0.2869103252887726, 'sadness': 0.1955747902393341, 'surprise': 0.01568317785859108}",0.032325081527233124,0.1955747902393341,0.07082655280828476,0.3262201249599457,0.07245991379022598,0.01568317785859108,0.2869103252887726
I'm filling in this blank space to let Taylor know I am Michael. The one she seeks.  ,"{'anger': 0.08753944933414459, 'disgust': 0.07529845088720322, 'fear': 0.11323130875825882, 'joy': 0.0038152385968714952, 'neutral': 0.4781474173069, 'sadness': 0.2358129322528839, 'surprise': 0.0061551048420369625}",0.0038152385968714952,0.2358129322528839,0.08753944933414459,0.11323130875825882,0.07529845088720322,0.0061551048420369625,0.4781474173069
This video is so tight. I like how there is another bit in her life at the end. Took me a while to catch onto that.,"{'anger': 0.0031526274979114532, 'disgust': 0.029967229813337326, 'fear': 0.0015770348254591227, 'joy': 0.6619125008583069, 'neutral': 0.27619966864585876, 'sadness': 0.011478716507554054, 'surprise': 0.015712177380919456}",0.6619125008583069,0.011478716507554054,0.0031526274979114532,0.0015770348254591227,0.029967229813337326,0.015712177380919456,0.27619966864585876
Just came to see what the fuss was all about. I honestly don't get it.,"{'anger': 0.07154588401317596, 'disgust': 0.05702957883477211, 'fear': 0.0043988218531012535, 'joy': 0.005288199987262487, 'neutral': 0.052962448447942734, 'sadness': 0.016452249139547348, 'surprise': 0.7923227548599243}",0.005288199987262487,0.016452249139547348,0.07154588401317596,0.0043988218531012535,0.05702957883477211,0.7923227548599243,0.052962448447942734
Peoples are mad.! What is this? Its not song,"{'anger': 0.7783734202384949, 'disgust': 0.04182080924510956, 'fear': 0.01481570303440094, 'joy': 0.008694419637322426, 'neutral': 0.02870922163128853, 'sadness': 0.020816877484321594, 'surprise': 0.10676956176757812}",0.008694419637322426,0.020816877484321594,0.7783734202384949,0.01481570303440094,0.04182080924510956,0.10676956176757812,0.02870922163128853
"If ur my teacher I will sing ur songs every year and day and week. I'm a swiftie, no one judge me","{'anger': 0.14650554955005646, 'disgust': 0.009019313380122185, 'fear': 0.2613133490085602, 'joy': 0.010298733599483967, 'neutral': 0.47179603576660156, 'sadness': 0.011674707755446434, 'surprise': 0.08939231932163239}",0.010298733599483967,0.011674707755446434,0.14650554955005646,0.2613133490085602,0.009019313380122185,0.08939231932163239,0.47179603576660156
oh mommies with that crazy ex this sytems for you,"{'anger': 0.013749025762081146, 'disgust': 0.009195088408887386, 'fear': 0.006924354936927557, 'joy': 0.04925013706088066, 'neutral': 0.05182351917028427, 'sadness': 0.1770593523979187, 'surprise': 0.6919984817504883}",0.04925013706088066,0.1770593523979187,0.013749025762081146,0.006924354936927557,0.009195088408887386,0.6919984817504883,0.05182351917028427
the steam in the cold would help acid steam clean,"{'anger': 0.13128529489040375, 'disgust': 0.11222365498542786, 'fear': 0.007643125019967556, 'joy': 0.13695751130580902, 'neutral': 0.5675925016403198, 'sadness': 0.029423678293824196, 'surprise': 0.014874192886054516}",0.13695751130580902,0.029423678293824196,0.13128529489040375,0.007643125019967556,0.11222365498542786,0.014874192886054516,0.5675925016403198
over takinig law aaround a years time would have put me back in with phone checks in 2018,"{'anger': 0.008877167478203773, 'disgust': 0.001689014839939773, 'fear': 0.004880168009549379, 'joy': 0.04964626580476761, 'neutral': 0.3816533088684082, 'sadness': 0.32587313652038574, 'surprise': 0.2273809164762497}",0.04964626580476761,0.32587313652038574,0.008877167478203773,0.004880168009549379,0.001689014839939773,0.2273809164762497,0.3816533088684082
"OK. Me here. Stop 

 outrageous amounts. Who can oay that?","{'anger': 0.519263744354248, 'disgust': 0.01432100497186184, 'fear': 0.29730913043022156, 'joy': 0.007761028129607439, 'neutral': 0.08528462052345276, 'sadness': 0.042845554649829865, 'surprise': 0.03321484848856926}",0.007761028129607439,0.042845554649829865,0.519263744354248,0.29730913043022156,0.01432100497186184,0.03321484848856926,0.08528462052345276
Cant lie Taylor swift owned the years of 2013-2016,"{'anger': 0.021184273064136505, 'disgust': 0.014778615906834602, 'fear': 0.004049438983201981, 'joy': 0.004449144005775452, 'neutral': 0.8398854732513428, 'sadness': 0.03483041375875473, 'surprise': 0.08082265406847}",0.004449144005775452,0.03483041375875473,0.021184273064136505,0.004049438983201981,0.014778615906834602,0.08082265406847,0.8398854732513428
This is a crume one why do they call Darth Vaders wife Padma,"{'anger': 0.3376637399196625, 'disgust': 0.5692052841186523, 'fear': 0.0044884453527629375, 'joy': 0.001704295282252133, 'neutral': 0.06262921541929245, 'sadness': 0.010333934798836708, 'surprise': 0.01397509966045618}",0.001704295282252133,0.010333934798836708,0.3376637399196625,0.0044884453527629375,0.5692052841186523,0.01397509966045618,0.06262921541929245
